0.025	0.025	0.275	0.025	0.525	0.025	0.025	0.025	0.025	0.025
0.014285714285714287	0.014285714285714287	0.5857142857142856	0.014285714285714287	0.014285714285714287	0.014285714285714287	0.014285714285714287	0.3	0.014285714285714287	0.014285714285714287
0.016666666666666666	0.35000000000000003	0.5166666666666667	0.016666666666666666	0.016666666666666666	0.016666666666666666	0.016666666666666666	0.016666666666666666	0.016666666666666666	0.016666666666666666
0.014285714285714287	0.014285714285714287	0.4428571428571429	0.014285714285714287	0.014285714285714287	0.014285714285714287	0.014285714285714287	0.014285714285714287	0.014285714285714287	0.4428571428571429
0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
0.016666666666666666	0.016666666666666666	0.5166666666666667	0.016666666666666666	0.016666666666666666	0.016666666666666666	0.016666666666666666	0.35000000000000003	0.016666666666666666	0.016666666666666666
0.016666666666666666	0.016666666666666666	0.35000000000000003	0.016666666666666666	0.016666666666666666	0.016666666666666666	0.016666666666666666	0.016666666666666666	0.5166666666666667	0.016666666666666666
0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
0.016666666666666666	0.18333333333333335	0.016666666666666666	0.35000000000000003	0.35000000000000003	0.016666666666666666	0.016666666666666666	0.016666666666666666	0.016666666666666666	0.016666666666666666
0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
0.014285714285714287	0.014285714285714287	0.014285714285714287	0.8714285714285713	0.014285714285714287	0.014285714285714287	0.014285714285714287	0.014285714285714287	0.014285714285714287	0.014285714285714287
0.03333333333333333	0.03333333333333333	0.03333333333333333	0.7000000000000001	0.03333333333333333	0.03333333333333333	0.03333333333333333	0.03333333333333333	0.03333333333333333	0.03333333333333333
0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
0.02	0.02	0.02	0.22000000000000003	0.22000000000000003	0.02	0.02	0.42000000000000004	0.02	0.02
0.016666666666666666	0.016666666666666666	0.016666666666666666	0.5166666666666667	0.016666666666666666	0.016666666666666666	0.016666666666666666	0.016666666666666666	0.35000000000000003	0.016666666666666666
0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
